atmid,deposit,withdraw,day
atm35000134,4120,4815,Wednesday
atm35000135,1705,5075,Wednesday
atm35000136,5030,4420,Wednesday
atm35000137,3475,3670,Wednesday
atm35000138,4330,5665,Wednesday
atm35000139,4675,6900,Wednesday
atm35000140,6015,3750,Wednesday
atm35000141,6020,5935,Wednesday
atm35000142,4495,3430,Wednesday
atm35000143,2555,5320,Wednesday
atm35000144,2840,4695,Wednesday
atm35000145,5055,5805,Wednesday
atm35000146,4050,5120,Wednesday
atm35000147,3380,3765,Wednesday
atm35000148,2115,4755,Wednesday
atm35000149,3235,6870,Wednesday
atm35000150,4720,3635,Wednesday
atm35000151,4995,3650,Wednesday
atm35000152,4220,3100,Wednesday
atm35000153,2590,4270,Wednesday
atm35000154,3760,4585,Wednesday
atm35000155,3030,6850,Wednesday
atm35000156,6490,6860,Wednesday
atm35000157,5035,3265,Wednesday
atm35000158,6340,4585,Wednesday
atm35000159,2485,3800,Wednesday
atm35000160,4775,6385,Wednesday
atm35000161,5160,5075,Wednesday
atm35000162,2285,4655,Wednesday
atm35000163,2310,4645,Wednesday
atm35000164,2125,4410,Wednesday
atm35000165,4835,5760,Wednesday
atm35000166,2495,5560,Wednesday
atm35000167,5240,5395,Wednesday
atm35000168,7040,5010,Wednesday
atm35000169,5370,3370,Wednesday
atm35000170,4165,4420,Wednesday
atm35000171,3125,4830,Wednesday
atm35000172,5595,2480,Wednesday
atm35000173,3460,5360,Wednesday
atm35000174,2455,4830,Wednesday
atm35000175,2300,7030,Wednesday
atm35000176,4905,5635,Wednesday
atm35000177,5575,4995,Wednesday
atm35000178,5350,4440,Wednesday
atm35000179,5560,3850,Wednesday
atm35000180,5750,3650,Wednesday
atm35000181,3120,4880,Wednesday
atm35000182,2595,3550,Wednesday
atm35000183,6425,4485,Wednesday
atm35000184,2315,3620,Wednesday
atm35000185,6085,5345,Wednesday
atm35000186,6030,6210,Wednesday
atm35000187,3445,5395,Wednesday
atm35000188,3945,5125,Wednesday
atm35000189,5010,5590,Wednesday
atm35000190,6515,7105,Wednesday
atm35000191,4180,4575,Wednesday
atm35000192,3895,5375,Wednesday
atm35000193,5915,5025,Wednesday
atm35000194,3190,6300,Wednesday
atm35000195,5365,6290,Wednesday
atm35000196,6135,6050,Wednesday
atm35000197,2940,4135,Wednesday
atm35000198,3670,4360,Wednesday
atm35000199,2075,5395,Wednesday
atm35000200,2880,5550,Wednesday
atm35000201,6190,5100,Wednesday
atm35000202,3970,7495,Wednesday
atm35000203,4775,6575,Wednesday
atm35000204,4415,4580,Wednesday
atm35000205,2120,4085,Wednesday
atm35000206,4280,5790,Wednesday
atm35000207,4620,3000,Wednesday
atm35000208,2975,4635,Wednesday
atm35000209,1965,3660,Wednesday
atm35000210,2860,3810,Wednesday
atm35000211,2930,3635,Wednesday
atm35000212,5145,6225,Wednesday
atm35000213,2055,3800,Wednesday
atm35000214,3765,6030,Wednesday
atm35000215,6125,5570,Wednesday
atm35000216,4520,3870,Wednesday
atm35000217,2930,4145,Wednesday
atm35000218,3170,3660,Wednesday
atm35000219,6590,6005,Wednesday
atm35000220,4920,5435,Wednesday
atm35000221,6065,4200,Wednesday
atm35000222,5545,5170,Wednesday
atm35000223,4045,5355,Wednesday
atm35000224,5060,6595,Wednesday
atm35000225,2790,5920,Wednesday
atm35000226,4940,5785,Wednesday
atm35000227,5500,4660,Wednesday
atm35000228,5505,5500,Wednesday
atm35000229,2485,5255,Wednesday
atm35000265,3045,4685,Wednesday
atm35000266,3725,4460,Wednesday
atm35000267,5620,5290,Wednesday
atm35000268,1850,3560,Wednesday
atm35000269,4235,5540,Wednesday
atm35000270,5490,5415,Wednesday
atm35000271,5675,4825,Wednesday
atm35000272,6710,5760,Wednesday
atm35000273,6115,5225,Wednesday
atm35000274,7235,5555,Wednesday
atm35000275,5485,5970,Wednesday
atm35000276,4600,3775,Wednesday
atm35000277,1860,4480,Wednesday
atm35000278,3925,4600,Wednesday
atm35000279,5755,3930,Wednesday
atm35000280,2550,5550,Wednesday
atm35000281,6685,3140,Wednesday
atm35000282,2010,3710,Wednesday
atm35000283,4810,2740,Wednesday
atm35000284,6800,3005,Wednesday
atm35000285,5260,4290,Wednesday
atm35000286,3955,6995,Wednesday
atm35000287,3570,5250,Wednesday
atm35000288,6215,4880,Wednesday
atm35000289,3220,7405,Wednesday
atm35000290,5365,4365,Wednesday
atm35000291,2700,5170,Wednesday
atm35000292,7500,5795,Wednesday
atm35000293,4755,3155,Wednesday
atm35000294,6040,5735,Wednesday
atm35000295,4915,6020,Wednesday
atm35000296,2275,3915,Wednesday
atm35000297,5145,2735,Wednesday
atm35000298,7450,5790,Wednesday
atm35000299,4790,3565,Wednesday
atm35000300,5010,3670,Wednesday
atm35000301,4135,5300,Wednesday
atm35000302,3915,5045,Wednesday
atm35000303,5045,6720,Wednesday
atm35000304,4200,4585,Wednesday
atm35000305,3115,4160,Wednesday
atm35000306,5835,4550,Wednesday
atm35000307,6615,5200,Wednesday
atm35000308,2925,4985,Wednesday
atm35000309,5780,3710,Wednesday
atm35000310,3270,8210,Wednesday
atm35000311,4225,3310,Wednesday
atm35000312,3290,3725,Wednesday
atm35000313,4135,5095,Wednesday
atm35000314,5305,4975,Wednesday
atm35000315,5705,4350,Wednesday
atm35000316,6505,5695,Wednesday
atm35000317,5325,5165,Wednesday
atm35000318,3590,3705,Wednesday
atm35000319,5690,3225,Wednesday
atm35000320,6580,7055,Wednesday
atm35000321,2615,3035,Wednesday
atm35000322,4225,4255,Wednesday
atm35000323,2975,6110,Wednesday
atm35000324,4000,6200,Wednesday
atm35000325,5960,4950,Wednesday
atm35000326,5415,4345,Wednesday
atm35000327,6325,5520,Wednesday
atm35000328,3850,4795,Wednesday
atm35000329,3610,4855,Wednesday
atm35000330,2815,4550,Wednesday
atm35000331,3885,6690,Wednesday
atm35000332,5345,4555,Wednesday
atm35000333,2925,5730,Wednesday
atm35000334,2910,3430,Wednesday
atm35000335,6625,5030,Wednesday
atm35000336,3200,4850,Wednesday
atm35000337,6180,4160,Wednesday
atm35000338,2570,6330,Wednesday
atm35000339,6520,6500,Wednesday
atm35000340,4685,4625,Wednesday
atm35000341,4905,5435,Wednesday
atm35000342,5480,4030,Wednesday
atm35000343,6255,3965,Wednesday
atm35000344,4300,4755,Wednesday
atm35000345,2650,5150,Wednesday
atm35000346,5450,4840,Wednesday
atm35000347,5545,5070,Wednesday
atm35000348,2705,4075,Wednesday
atm35000349,2745,5950,Wednesday
atm35000350,3000,5350,Wednesday
atm35000351,5450,3860,Wednesday
atm35000352,2835,6480,Wednesday
atm35000353,6580,5305,Wednesday
atm35000354,2950,3885,Wednesday
atm35000355,5450,4665,Wednesday
atm35000356,4345,6885,Wednesday
atm35000357,3140,3575,Wednesday
atm35000358,5465,3695,Wednesday
atm0,0,0,Wednesday
atm350001,5615,3770,Wednesday
atm350002,4405,6865,Wednesday
atm350003,5195,6155,Wednesday
atm350004,4950,6430,Wednesday
atm350005,5260,5925,Wednesday
atm350006,5025,5780,Wednesday
atm350007,5260,6235,Wednesday
atm350008,3340,5585,Wednesday
atm350009,5960,7020,Wednesday
atm3500010,6565,4715,Wednesday
atm3500011,4605,5130,Wednesday
atm3500012,5555,3900,Wednesday
atm3500013,2645,5070,Wednesday
atm3500014,4885,3705,Wednesday
atm3500015,4120,5825,Wednesday
atm3500016,5740,4300,Wednesday
atm3500017,2240,6345,Wednesday
atm3500018,5395,3645,Wednesday
atm3500019,1785,7145,Wednesday
atm3500020,5670,5915,Wednesday
atm3500021,3610,4665,Wednesday
atm3500022,2405,4360,Wednesday
atm3500023,2325,3825,Wednesday
atm3500024,2290,4550,Wednesday
atm3500025,3925,3865,Wednesday
atm3500026,5790,3330,Wednesday
atm3500027,5245,6975,Wednesday
atm3500028,6165,5130,Wednesday
atm3500029,4260,2940,Wednesday
atm3500030,3935,5070,Wednesday
atm3500031,2665,3455,Wednesday
atm3500032,3430,6500,Wednesday
atm3500033,6490,6140,Wednesday
atm3500034,3010,5130,Wednesday
atm3500035,2945,5840,Wednesday
atm3500062,3930,3330,Wednesday
atm3500063,6055,4040,Wednesday
atm3500064,3635,6990,Wednesday
atm3500065,4160,3460,Wednesday
atm35000230,4715,4370,Wednesday
atm35000231,5090,4380,Wednesday
atm35000232,2630,3015,Wednesday
atm35000233,3020,4365,Wednesday
atm35000234,5005,4265,Wednesday
atm35000235,2360,2905,Wednesday
atm35000236,5115,5625,Wednesday
atm35000237,6225,3765,Wednesday
atm35000238,2700,4280,Wednesday
atm35000239,2055,6860,Wednesday
atm35000240,4360,2875,Wednesday
atm35000241,1590,5910,Wednesday
atm35000242,2625,4170,Wednesday
atm35000243,3950,3735,Wednesday
atm35000244,2535,4805,Wednesday
atm35000245,2290,3580,Wednesday
atm35000246,4790,6475,Wednesday
atm35000247,5180,5540,Wednesday
atm35000248,2735,3830,Wednesday
atm35000249,3605,5370,Wednesday
atm35000250,6220,3745,Wednesday
atm35000251,3840,3330,Wednesday
atm35000252,6335,5290,Wednesday
atm35000253,6165,3715,Wednesday
atm35000254,4540,4335,Wednesday
atm35000255,5350,5325,Wednesday
atm35000256,2510,6900,Wednesday
atm35000257,4675,6855,Wednesday
atm35000258,4965,3145,Wednesday
atm35000259,5890,5210,Wednesday
atm35000260,2525,2560,Wednesday
atm35000261,3310,4635,Wednesday
atm35000262,4790,5120,Wednesday
atm35000263,2765,6060,Wednesday
atm35000264,5870,4795,Wednesday
atm3500036,5855,4515,Wednesday
atm3500037,5120,4425,Wednesday
atm3500038,3250,5870,Wednesday
atm3500039,3700,6475,Wednesday
atm3500040,4915,6085,Wednesday
atm3500041,5890,6635,Wednesday
atm3500042,3260,4470,Wednesday
atm3500043,2375,4055,Wednesday
atm3500044,3925,5900,Wednesday
atm3500045,6255,3525,Wednesday
atm3500046,2990,4820,Wednesday
atm3500047,2415,4090,Wednesday
atm3500048,6330,4900,Wednesday
atm3500049,4065,5170,Wednesday
atm3500050,2280,4965,Wednesday
atm3500051,5395,4270,Wednesday
atm3500052,3225,5835,Wednesday
atm3500053,2470,4680,Wednesday
atm3500054,4175,5935,Wednesday
atm3500055,1515,4360,Wednesday
atm3500056,4235,6530,Wednesday
atm3500057,6910,5990,Wednesday
atm3500058,2440,5855,Wednesday
atm3500059,3420,4220,Wednesday
atm3500060,4720,5810,Wednesday
atm3500061,4235,4815,Wednesday
atm3500066,4470,3295,Wednesday
atm3500067,5150,5045,Wednesday
atm3500068,5145,3445,Wednesday
atm3500069,5585,4610,Wednesday
atm3500070,2505,4700,Wednesday
atm3500071,5595,4205,Wednesday
atm3500072,3075,5680,Wednesday
atm3500073,4810,5220,Wednesday
atm3500074,3945,6395,Wednesday
atm3500075,1310,5950,Wednesday
atm3500076,5000,6045,Wednesday
atm3500077,2415,4870,Wednesday
atm3500078,2590,5200,Wednesday
atm3500079,2235,6435,Wednesday
atm3500080,3795,4730,Wednesday
atm3500081,6260,6220,Wednesday
atm3500082,1805,4325,Wednesday
atm3500083,6650,6305,Wednesday
atm3500084,5095,5840,Wednesday
atm3500085,3990,4375,Wednesday
atm3500086,4350,4655,Wednesday
atm3500087,4670,5620,Wednesday
atm3500088,4840,4850,Wednesday
atm3500089,4695,3825,Wednesday
atm3500090,5790,3960,Wednesday
atm3500091,3440,3810,Wednesday
atm3500092,5470,3445,Wednesday
atm3500093,2270,4575,Wednesday
atm3500094,4595,5225,Wednesday
atm3500095,5235,6150,Wednesday
atm3500096,5405,3080,Wednesday
atm3500097,5520,4630,Wednesday
atm3500098,4950,5310,Wednesday
atm3500099,4085,3755,Wednesday
atm35000100,4155,4305,Wednesday
atm35000101,5025,6495,Wednesday
atm35000102,4205,4575,Wednesday
atm35000103,3460,6085,Wednesday
atm35000104,6485,6670,Wednesday
atm35000105,1600,4345,Wednesday
atm35000106,2535,6300,Wednesday
atm35000107,5035,3525,Wednesday
atm35000108,4725,7190,Wednesday
atm35000109,5435,5905,Wednesday
atm35000110,2390,3800,Wednesday
atm35000111,2370,3895,Wednesday
atm35000112,5030,6555,Wednesday
atm35000113,6800,7640,Wednesday
atm35000114,6285,2980,Wednesday
atm35000115,3530,6580,Wednesday
atm35000116,4845,5860,Wednesday
atm35000117,3205,6960,Wednesday
atm35000118,4880,5165,Wednesday
atm35000119,4750,5680,Wednesday
atm35000120,3105,3195,Wednesday
atm35000121,1750,6285,Wednesday
atm35000122,5175,4415,Wednesday
atm35000123,4680,3980,Wednesday
atm35000124,4970,6355,Wednesday
atm35000125,2145,3075,Wednesday
atm35000126,6500,6080,Wednesday
atm35000127,1785,5910,Wednesday
atm35000128,2580,4665,Wednesday
atm35000129,6035,4720,Wednesday
atm35000130,2310,4100,Wednesday
atm35000131,2535,6005,Wednesday
atm35000132,4175,4370,Wednesday
atm35000133,5860,4875,Wednesday
atm35000134,3060,3440,Wednesday
atm35000135,2450,3055,Wednesday
atm35000136,5585,3225,Wednesday
atm35000137,2455,3320,Wednesday
atm35000138,3285,4070,Wednesday
atm35000139,1965,3470,Wednesday
atm35000140,4145,3865,Wednesday
atm35000141,3900,4965,Wednesday
atm35000142,3525,5080,Wednesday
atm35000143,3585,7000,Wednesday
atm35000144,2675,6905,Wednesday
atm35000145,4045,4680,Wednesday
atm35000146,2540,3830,Wednesday
atm35000147,4365,5815,Wednesday
atm35000148,3815,4390,Wednesday
atm35000149,3980,4555,Wednesday
atm35000150,4520,3395,Wednesday
atm35000151,6465,3910,Wednesday
atm35000152,6105,3610,Wednesday
atm35000153,4155,5925,Wednesday
atm35000154,3690,3325,Wednesday
atm35000155,7075,6290,Wednesday
atm35000156,2160,6750,Wednesday
atm35000157,6400,3465,Wednesday
atm35000158,3095,4830,Wednesday
atm35000159,3855,5175,Wednesday
atm35000160,3090,4770,Wednesday
atm35000161,5185,6350,Wednesday
atm35000162,2525,4895,Wednesday
atm35000163,2745,3865,Wednesday
atm35000164,4655,4800,Wednesday
atm35000165,5820,4340,Wednesday
atm35000166,5245,5375,Wednesday
atm35000167,4980,4995,Wednesday
atm35000168,5245,5225,Wednesday
atm35000169,4480,5795,Wednesday
atm35000170,2965,4965,Wednesday
atm35000171,3150,5445,Wednesday
atm35000172,4585,3955,Wednesday
atm35000173,3290,6205,Wednesday
atm35000174,5350,5710,Wednesday
atm35000175,4395,3735,Wednesday
atm35000176,4645,3985,Wednesday
atm35000177,5330,5985,Wednesday
atm35000178,4805,5225,Wednesday
atm35000179,4540,4660,Wednesday
atm35000180,5735,6465,Wednesday
atm35000181,5180,2960,Wednesday
atm35000182,2540,5780,Wednesday
atm35000183,5090,6095,Wednesday
atm35000184,4185,5085,Wednesday
atm35000185,2035,5070,Wednesday
atm35000186,4530,6090,Wednesday
atm35000187,2545,3555,Wednesday
atm35000188,3650,6840,Wednesday
atm35000189,6020,5410,Wednesday
atm35000190,4490,4380,Wednesday
atm35000191,2975,4910,Wednesday
atm35000192,4800,3090,Wednesday
atm35000193,6855,5750,Wednesday
atm35000194,6080,6420,Wednesday
atm35000195,6255,6105,Wednesday
atm35000196,3365,4830,Wednesday
atm35000197,6360,2500,Wednesday
atm35000198,3320,3855,Wednesday
atm35000199,5845,2905,Wednesday
atm35000200,2035,2950,Wednesday
atm35000201,6365,5905,Wednesday
atm35000202,4665,4025,Wednesday
atm35000203,4925,5830,Wednesday
atm35000204,1635,5900,Wednesday
atm35000205,4750,6800,Wednesday
atm35000206,5625,5805,Wednesday
atm35000207,5310,4470,Wednesday
atm35000208,5565,6295,Wednesday
atm35000209,4120,4330,Wednesday
atm35000210,7245,4910,Wednesday
atm35000211,3345,4450,Wednesday
atm35000212,3305,5230,Wednesday
atm35000213,3105,3735,Wednesday
atm35000214,4595,4095,Wednesday
atm35000215,4400,3950,Wednesday
atm35000216,2605,3535,Wednesday
atm35000217,6435,5130,Wednesday
atm35000218,4010,3825,Wednesday
atm35000219,4030,5805,Wednesday
atm35000220,4715,4295,Wednesday
atm35000221,2305,6125,Wednesday
atm35000222,2865,4580,Wednesday
atm35000223,6205,4660,Wednesday
atm35000224,5540,4255,Wednesday
atm35000225,2135,5340,Wednesday
atm35000226,3975,4390,Wednesday
atm35000227,6090,6580,Wednesday
atm35000228,2460,5815,Wednesday
atm35000229,5825,4960,Wednesday
atm35000265,4245,5605,Wednesday
atm35000266,1820,3805,Wednesday
atm35000267,3820,4105,Wednesday
atm35000268,5670,4345,Wednesday
atm35000269,4285,6155,Wednesday
atm35000270,4610,3840,Wednesday
atm35000271,2750,5350,Wednesday
atm35000272,4605,5730,Wednesday
atm35000273,2500,2680,Wednesday
atm35000274,6985,5785,Wednesday
atm35000275,6675,6290,Wednesday
atm35000276,6365,6310,Wednesday
atm35000277,5755,2655,Wednesday
atm35000278,4950,3795,Wednesday
atm35000279,4925,6170,Wednesday
atm35000280,3275,2540,Wednesday
atm35000281,2705,5650,Wednesday
atm35000282,2165,5010,Wednesday
atm35000283,6495,7155,Wednesday
atm35000284,4440,5065,Wednesday
atm35000285,2275,3415,Wednesday
atm35000286,2735,3940,Wednesday
atm35000287,2695,5840,Wednesday
atm35000288,5795,4440,Wednesday
atm35000289,5170,4920,Wednesday
atm35000290,5120,5495,Wednesday
atm35000291,1390,5175,Wednesday
atm35000292,1320,6095,Wednesday
atm35000293,4740,4495,Wednesday
atm35000294,2240,6715,Wednesday
atm35000295,4930,6595,Wednesday
atm35000296,3100,6585,Wednesday
atm35000297,4240,6535,Wednesday
atm35000298,2700,3865,Wednesday
atm35000299,4245,4725,Wednesday
atm35000300,2975,6000,Wednesday
atm35000301,5055,5825,Wednesday
atm35000302,5240,4870,Wednesday
atm35000303,5695,4295,Wednesday
atm35000304,4260,5975,Wednesday
atm35000305,3355,5785,Wednesday
atm35000306,6735,4135,Wednesday
atm35000307,2605,5470,Wednesday
atm35000308,7435,4760,Wednesday
atm35000309,3160,3475,Wednesday
atm35000310,2250,4660,Wednesday
atm35000311,5500,7125,Wednesday
atm35000312,1910,6115,Wednesday
atm35000313,2215,2445,Wednesday
atm35000314,5955,5725,Wednesday
atm35000315,2010,3915,Wednesday
atm35000316,2920,6010,Wednesday
atm35000317,4165,5290,Wednesday
atm35000318,6255,4010,Wednesday
atm35000319,3840,3270,Wednesday
atm35000320,3210,3060,Wednesday
atm35000321,4890,5090,Wednesday
atm35000322,2380,6110,Wednesday
atm35000323,4625,4730,Wednesday
atm35000324,4425,2865,Wednesday
atm35000325,5340,3500,Wednesday
atm35000326,3570,4125,Wednesday
atm35000327,4430,4075,Wednesday
atm35000328,6040,4185,Wednesday
atm35000329,3140,3865,Wednesday
atm35000330,5530,5700,Wednesday
atm35000331,6275,5230,Wednesday
atm35000332,2810,6320,Wednesday
atm35000333,4280,5145,Wednesday
atm35000334,1880,4505,Wednesday
atm35000335,7320,5545,Wednesday
atm35000336,3665,3885,Wednesday
atm35000337,3345,5125,Wednesday
atm35000338,2095,3740,Wednesday
atm35000339,4795,5405,Wednesday
atm35000340,6035,4515,Wednesday
atm35000341,3510,3445,Wednesday
atm35000342,3850,4275,Wednesday
atm35000343,4595,6710,Wednesday
atm35000344,3070,3560,Wednesday
atm35000345,3410,4875,Wednesday
atm35000346,2515,5435,Wednesday
atm35000347,5600,5570,Wednesday
atm35000348,1460,3650,Wednesday
atm35000349,3205,3615,Wednesday
atm35000350,6580,2840,Wednesday
atm35000351,5025,5185,Wednesday
atm35000352,5600,5350,Wednesday
atm35000353,4605,4810,Wednesday
atm35000354,2030,3745,Wednesday
atm35000355,5575,6495,Wednesday
atm35000356,6615,5580,Wednesday
atm35000357,2695,5115,Wednesday
atm35000358,5920,6630,Wednesday
atm0,0,0,Wednesday
atm350001,6470,5955,Wednesday
atm350002,7340,5200,Wednesday
atm350003,3825,3315,Wednesday
atm350004,1250,3500,Wednesday
atm350005,5425,5770,Wednesday
atm350006,6075,5790,Wednesday
atm350007,3560,5250,Wednesday
atm350008,6410,4685,Wednesday
atm350009,2480,2920,Wednesday
atm3500010,3870,4800,Wednesday
atm3500011,3760,5460,Wednesday
atm3500012,5685,4055,Wednesday
atm3500013,3535,5510,Wednesday
atm3500014,2200,7310,Wednesday
atm3500015,6815,6365,Wednesday
atm3500016,4080,5750,Wednesday
atm3500017,3810,4940,Wednesday
atm3500018,3220,7100,Wednesday
atm3500019,3280,3325,Wednesday
atm3500020,4820,6175,Wednesday
atm3500021,6315,3115,Wednesday
atm3500022,4360,5185,Wednesday
atm3500023,4365,4145,Wednesday
atm3500024,4955,4725,Wednesday
atm3500025,5125,4465,Wednesday
atm3500026,4000,4090,Wednesday
atm3500027,3940,5015,Wednesday
atm3500028,4230,5610,Wednesday
atm3500029,4460,7505,Wednesday
atm3500030,4810,2780,Wednesday
atm3500031,6395,4480,Wednesday
atm3500032,4785,4220,Wednesday
atm3500033,3935,4795,Wednesday
atm3500034,5840,2615,Wednesday
atm3500035,1530,5180,Wednesday
atm3500062,2420,5925,Wednesday
atm3500063,4895,4675,Wednesday
atm3500064,5390,3565,Wednesday
atm3500065,1670,3905,Wednesday
atm35000230,4045,3960,Wednesday
atm35000231,4940,5180,Wednesday
atm35000232,1370,5725,Wednesday
atm35000233,5395,6200,Wednesday
atm35000234,4665,2630,Wednesday
atm35000235,4825,4885,Wednesday
atm35000236,4275,6005,Wednesday
atm35000237,3810,4375,Wednesday
atm35000238,2975,4080,Wednesday
atm35000239,3045,2900,Wednesday
atm35000240,2920,2725,Wednesday
atm35000241,2585,4130,Wednesday
atm35000242,3880,3135,Wednesday
atm35000243,3135,6420,Wednesday
atm35000244,4285,4335,Wednesday
atm35000245,2645,3220,Wednesday
atm35000246,4585,4990,Wednesday
atm35000247,7105,4985,Wednesday
atm35000248,3405,6160,Wednesday
atm35000249,5545,6025,Wednesday
atm35000250,8260,5030,Wednesday
atm35000251,3955,3500,Wednesday
atm35000252,5240,5625,Wednesday
atm35000253,7455,4100,Wednesday
atm35000254,3325,3235,Wednesday
atm35000255,3645,5505,Wednesday
atm35000256,4565,3290,Wednesday
atm35000257,2365,5965,Wednesday
atm35000258,2775,5425,Wednesday
atm35000259,6825,3080,Wednesday
atm35000260,2615,7630,Wednesday
atm35000261,5650,4640,Wednesday
atm35000262,2145,4180,Wednesday
atm35000263,4385,4325,Wednesday
atm35000264,2775,6280,Wednesday
atm3500036,5045,6060,Wednesday
atm3500037,2350,4420,Wednesday
atm3500038,6450,3105,Wednesday
atm3500039,5955,4110,Wednesday
atm3500040,5705,4620,Wednesday
atm3500041,2145,6225,Wednesday
atm3500042,2195,3550,Wednesday
atm3500043,5315,4985,Wednesday
atm3500044,5470,7180,Wednesday
atm3500045,4265,6455,Wednesday
atm3500046,3075,6855,Wednesday
atm3500047,4510,5245,Wednesday
atm3500048,1925,5985,Wednesday
atm3500049,5700,2965,Wednesday
atm3500050,2765,3545,Wednesday
atm3500051,4280,3385,Wednesday
atm3500052,1895,6395,Wednesday
atm3500053,4040,4545,Wednesday
atm3500054,5000,4415,Wednesday
atm3500055,4090,5095,Wednesday
atm3500056,4540,6350,Wednesday
atm3500057,1490,3215,Wednesday
atm3500058,5200,2360,Wednesday
atm3500059,6330,4800,Wednesday
atm3500060,4630,4955,Wednesday
atm3500061,4330,3855,Wednesday
atm3500066,5625,6185,Wednesday
atm3500067,6900,5105,Wednesday
atm3500068,4230,5165,Wednesday
atm3500069,2785,6165,Wednesday
atm3500070,2935,5580,Wednesday
atm3500071,3920,6065,Wednesday
atm3500072,3965,3260,Wednesday
atm3500073,3005,3985,Wednesday
atm3500074,3855,4755,Wednesday
atm3500075,3075,4450,Wednesday
atm3500076,4720,5325,Wednesday
atm3500077,6575,3250,Wednesday
atm3500078,4520,3075,Wednesday
atm3500079,2150,6150,Wednesday
atm3500080,4190,4175,Wednesday
atm3500081,5990,3845,Wednesday
atm3500082,4970,4760,Wednesday
atm3500083,5945,6560,Wednesday
atm3500084,4285,4370,Wednesday
atm3500085,2930,6830,Wednesday
atm3500086,3300,5725,Wednesday
atm3500087,4575,5505,Wednesday
atm3500088,3795,3840,Wednesday
atm3500089,3285,4980,Wednesday
atm3500090,3125,5355,Wednesday
atm3500091,5075,3505,Wednesday
atm3500092,3055,4385,Wednesday
atm3500093,2300,7120,Wednesday
atm3500094,2875,3420,Wednesday
atm3500095,3960,7995,Wednesday
atm3500096,5280,6655,Wednesday
atm3500097,4075,5585,Wednesday
atm3500098,7190,3535,Wednesday
atm3500099,3030,5935,Wednesday
atm35000100,3225,5415,Wednesday
atm35000101,4135,3365,Wednesday
atm35000102,2050,6140,Wednesday
atm35000103,2350,3520,Wednesday
atm35000104,3535,5585,Wednesday
atm35000105,4920,3515,Wednesday
atm35000106,3975,3340,Wednesday
atm35000107,5610,5130,Wednesday
atm35000108,4420,4705,Wednesday
atm35000109,2325,3220,Wednesday
atm35000110,3985,5780,Wednesday
atm35000111,6090,5650,Wednesday
atm35000112,2970,4090,Wednesday
atm35000113,3755,6185,Wednesday
atm35000114,5460,5205,Wednesday
atm35000115,5030,5215,Wednesday
atm35000116,2915,3465,Wednesday
atm35000117,5050,6745,Wednesday
atm35000118,4555,4140,Wednesday
atm35000119,1830,6440,Wednesday
atm35000120,5125,3935,Wednesday
atm35000121,3940,4580,Wednesday
atm35000122,4665,6435,Wednesday
atm35000123,3955,6150,Wednesday
atm35000124,5790,6495,Wednesday
atm35000125,6125,4930,Wednesday
atm35000126,4745,4625,Wednesday
atm35000127,4035,5490,Wednesday
atm35000128,5965,6060,Wednesday
atm35000129,4950,5140,Wednesday
atm35000130,4840,5160,Wednesday
atm35000131,3540,6805,Wednesday
atm35000132,5635,2890,Wednesday
atm35000133,1695,3275,Wednesday
atm35000134,4245,5290,Wednesday
atm35000135,6205,6195,Wednesday
atm35000136,3990,6275,Wednesday
atm35000137,3950,3290,Wednesday
atm35000138,5630,6650,Wednesday
atm35000139,2345,4585,Wednesday
atm35000140,5160,3260,Wednesday
atm35000141,1695,3705,Wednesday
atm35000142,3275,3790,Wednesday
atm35000143,4230,2875,Wednesday
atm35000144,5980,5620,Wednesday
atm35000145,3635,4815,Wednesday
atm35000146,1890,4735,Wednesday
atm35000147,6005,3375,Wednesday
atm35000148,2535,5575,Wednesday
atm35000149,5040,4960,Wednesday
atm35000150,4435,3025,Wednesday
atm35000151,2430,3840,Wednesday
atm35000152,4965,3645,Wednesday
atm35000153,3360,4485,Wednesday
atm35000154,6010,6375,Wednesday
atm35000155,5235,4855,Wednesday
atm35000156,5230,5185,Wednesday
atm35000157,3170,3550,Wednesday
atm35000158,3200,3900,Wednesday
atm35000159,6460,4890,Wednesday
atm35000160,5850,5755,Wednesday
atm35000161,3665,6015,Wednesday
atm35000162,3440,5540,Wednesday
atm35000163,3465,5245,Wednesday
atm35000164,3670,3975,Wednesday
atm35000165,4375,5925,Wednesday
atm35000166,3245,3410,Wednesday
atm35000167,5170,6495,Wednesday
atm35000168,3510,4985,Wednesday
atm35000169,4080,6555,Wednesday
atm35000170,3545,3610,Wednesday
atm35000171,2490,3845,Wednesday
atm35000172,2360,3375,Wednesday
atm35000173,4480,4785,Wednesday
atm35000174,1725,6915,Wednesday
atm35000175,2270,4705,Wednesday
atm35000176,4565,6400,Wednesday
atm35000177,4765,3755,Wednesday
atm35000178,6205,5220,Wednesday
atm35000179,7045,3845,Wednesday
atm35000180,6180,5105,Wednesday
atm35000181,4975,5515,Wednesday
atm35000182,3790,4260,Wednesday
atm35000183,7210,4965,Wednesday
atm35000184,5490,4430,Wednesday
atm35000185,5300,4635,Wednesday
atm35000186,6110,3260,Wednesday
atm35000187,3930,6810,Wednesday
atm35000188,5380,5915,Wednesday
atm35000189,6235,6185,Wednesday
atm35000190,3615,7095,Wednesday
atm35000191,2605,4155,Wednesday
atm35000192,6245,3655,Wednesday
atm35000193,5850,5425,Wednesday
