From,To,Distance,Duration
qing-dao-DC,bei-jing-shi,660,554
qing-dao-DC,fu-zhou-shi,1439,1040
qing-dao-DC,ning-de-shi,1355,989
qing-dao-DC,quan-zhou-shi,1606,1144
qing-dao-DC,gang-kou-CDC-suo-zai-cheng-shi,1656,1163
qing-dao-DC,zhang-zhou-shi,1681,1156
qing-dao-DC,lan-zhou-shi,1798,1269
qing-dao-DC,dong-guan-shi,1923,1276
qing-dao-DC,fo-shan-shi,1948,1305
qing-dao-DC,guang-zhou-shi,1914,1277
qing-dao-DC,hui-zhou-shi,1848,1262
qing-dao-DC,jiang-men-shi,2005,1337
qing-dao-DC,jie-yang-shi,1735,1205
qing-dao-DC,shan-tou-shi,1780,1229
qing-dao-DC,shen-zhen-shi,1939,1289
qing-dao-DC,zhan-jiang-shi,2321,1503
qing-dao-DC,zhong-shan-shi,1990,1323
qing-dao-DC,zhu-hai-shi,2032,1362
qing-dao-DC,nan-ning-shi,2294,1487
qing-dao-DC,gui-yang-shi,2104,1417
qing-dao-DC,bao-ding-shi,634,505
qing-dao-DC,cang-zhou-shi,486,404
qing-dao-DC,cheng-de-shi,815,670
qing-dao-DC,han-dan-shi,598,464
qing-dao-DC,nei-lu-CDC-suo-zai-cheng-shi,603,507
qing-dao-DC,shi-jia-zhuang-shi,648,493
qing-dao-DC,tang-shan-shi,641,534
qing-dao-DC,xing-tai-shi,601,463
qing-dao-DC,zhang-jia-kou-shi,856,712
qing-dao-DC,luo-yang-shi,841,667
qing-dao-DC,nan-yang-shi,959,712
qing-dao-DC,shang-qiu-shi,605,477
qing-dao-DC,xin-xiang-shi,688,557
qing-dao-DC,xin-yang-shi,937,702
qing-dao-DC,zheng-zhou-shi,736,580
qing-dao-DC,zhou-kou-shi,741,581
qing-dao-DC,da-qing-shi,1757,1212
qing-dao-DC,ha-er-bin-shi,1841,1278
qing-dao-DC,wu-han-shi,1076,805
qing-dao-DC,xiang-yang-shi,1084,803
qing-dao-DC,heng-yang-shi,1610,1116
qing-dao-DC,chang-sha-shi,1454,1029
qing-dao-DC,ji-lin-shi,1573,1121
qing-dao-DC,chang-chun-shi,1479,1053
qing-dao-DC,chang-zhou-shi,625,476
qing-dao-DC,huai-an-shi,384,318
qing-dao-DC,lian-yun-gang-shi,255,235
qing-dao-DC,nan-jing-shi,573,445
qing-dao-DC,nan-tong-shi,603,456
qing-dao-DC,su-zhou-shi,724,543
qing-dao-DC,tai-zhou-shi,547,434
qing-dao-DC,wu-xi-shi,647,500
qing-dao-DC,su-qian-shi,380,316
qing-dao-DC,xu-zhou-shi,452,364
qing-dao-DC,yan-cheng-shi,440,350
qing-dao-DC,yang-zhou-shi,538,424
qing-dao-DC,zhen-jiang-shi,567,441
qing-dao-DC,gan-zhou-shi,1516,1054
qing-dao-DC,jiu-jiang-shi,1016,781
qing-dao-DC,nan-chang-shi,1135,851
qing-dao-DC,shang-rao-shi,1110,854
qing-dao-DC,an-shan-shi,1162,893
qing-dao-DC,da-lian-shi,399,775
qing-dao-DC,shen-yang-shi,1186,903
qing-dao-DC,bao-tou-shi,1318,987
qing-dao-DC,hu-he-hao-te-shi,1148,912
qing-dao-DC,de-zhou-shi,503,389
qing-dao-DC,dong-ying-shi,274,219
qing-dao-DC,he-ze-shi,534,436
qing-dao-DC,ji-nan-shi,361,297
qing-dao-DC,ji-ning-shi,431,365
qing-dao-DC,liao-cheng-shi,473,378
qing-dao-DC,lin-yi-shi,290,273
qing-dao-DC,qing-dao-shi,0,0
qing-dao-DC,ri-zhao-shi,148,148
qing-dao-DC,tai-an-shi,343,299
qing-dao-DC,wei-hai-shi,275,220
qing-dao-DC,wei-fang-shi,175,155
qing-dao-DC,yan-tai-shi,229,190
qing-dao-DC,zi-bo-shi,282,222
qing-dao-DC,lin-fen-shi,924,774
qing-dao-DC,tai-yuan-shi,863,681
qing-dao-DC,yun-cheng-shi,1020,821
qing-dao-DC,xi-an-shi,1191,913
qing-dao-DC,xian-yang-shi,1214,912
qing-dao-DC,shang-hai-shi,724,577
qing-dao-DC,cheng-du-shi,1951,1360
qing-dao-DC,mian-yang-shi,1781,1302
qing-dao-DC,tian-jin-shi,526,433
qing-dao-DC,kun-ming-shi,2633,1742
qing-dao-DC,hang-zhou-shi,846,642
qing-dao-DC,hu-zhou-shi,745,567
qing-dao-DC,jia-xing-shi,759,568
qing-dao-DC,jin-hua-shi,996,737
qing-dao-DC,ning-bo-shi,897,673
qing-dao-DC,shao-xing-shi,876,665
qing-dao-DC,tai-zhou-shi,1044,810
qing-dao-DC,wen-zhou-shi,1121,850
qing-dao-DC,chong-qing-shi,1867,1274
gang-kou-CDC,bo-zhou-shi,1331,947
gang-kou-CDC,chu-zhou-shi,1221,871
gang-kou-CDC,fu-yang-shi,1223,871
gang-kou-CDC,he-fei-shi,1066,781
gang-kou-CDC,lu-an-shi,1087,800
gang-kou-CDC,wu-hu-shi,1069,792
gang-kou-CDC,su-zhou-shi,1300,916
gang-kou-CDC,bei-jing-shi,2071,1332
gang-kou-CDC,fu-zhou-shi,261,201
gang-kou-CDC,ning-de-shi,354,267
gang-kou-CDC,quan-zhou-shi,95,97
gang-kou-CDC,gang-kou-CDC-suo-zai-cheng-shi,0,0
gang-kou-CDC,zhang-zhou-shi,61,73
gang-kou-CDC,lan-zhou-shi,2435,1585
gang-kou-CDC,dong-guan-shi,598,421
gang-kou-CDC,fo-shan-shi,690,476
gang-kou-CDC,guang-zhou-shi,648,449
gang-kou-CDC,hui-zhou-shi,527,371
gang-kou-CDC,jiang-men-shi,693,478
gang-kou-CDC,jie-yang-shi,272,230
gang-kou-CDC,shan-tou-shi,247,202
gang-kou-CDC,shen-zhen-shi,577,404
gang-kou-CDC,zhan-jiang-shi,1032,699
gang-kou-CDC,zhong-shan-shi,667,465
gang-kou-CDC,zhu-hai-shi,718,497
gang-kou-CDC,nan-ning-shi,1199,824
gang-kou-CDC,gui-yang-shi,1468,1028
gang-kou-CDC,bao-ding-shi,1952,1255
gang-kou-CDC,cang-zhou-shi,1898,1228
gang-kou-CDC,cheng-de-shi,2286,1461
gang-kou-CDC,han-dan-shi,1740,1132
gang-kou-CDC,nei-lu-CDC-suo-zai-cheng-shi,2046,1305
gang-kou-CDC,shi-jia-zhuang-shi,1909,1219
gang-kou-CDC,tang-shan-shi,2112,1370
gang-kou-CDC,xing-tai-shi,1799,1170
gang-kou-CDC,zhang-jia-kou-shi,2260,1440
gang-kou-CDC,luo-yang-shi,1603,1075
gang-kou-CDC,nan-yang-shi,1424,969
gang-kou-CDC,shang-qiu-shi,1399,964
gang-kou-CDC,xin-xiang-shi,1598,1079
gang-kou-CDC,xin-yang-shi,1243,872
gang-kou-CDC,zheng-zhou-shi,1532,1032
gang-kou-CDC,zhou-kou-shi,1348,945
gang-kou-CDC,da-qing-shi,3228,1964
gang-kou-CDC,ha-er-bin-shi,3311,2024
gang-kou-CDC,wu-han-shi,1031,757
gang-kou-CDC,xiang-yang-shi,1341,938
gang-kou-CDC,heng-yang-shi,793,571
gang-kou-CDC,chang-sha-shi,889,649
gang-kou-CDC,ji-lin-shi,3043,1860
gang-kou-CDC,chang-chun-shi,2950,1803
gang-kou-CDC,chang-zhou-shi,1093,837
gang-kou-CDC,huai-an-shi,1351,955
gang-kou-CDC,lian-yun-gang-shi,1456,1000
gang-kou-CDC,nan-jing-shi,1160,852
gang-kou-CDC,nan-tong-shi,1119,838
gang-kou-CDC,su-zhou-shi,1016,781
gang-kou-CDC,tai-zhou-shi,1181,871
gang-kou-CDC,wu-xi-shi,1071,827
gang-kou-CDC,su-qian-shi,1406,986
gang-kou-CDC,xu-zhou-shi,1383,965
gang-kou-CDC,yan-cheng-shi,1290,922
gang-kou-CDC,yang-zhou-shi,1182,868
gang-kou-CDC,zhen-jiang-shi,1159,860
gang-kou-CDC,gan-zhou-shi,439,332
gang-kou-CDC,jiu-jiang-shi,813,579
gang-kou-CDC,nan-chang-shi,688,500
gang-kou-CDC,shang-rao-shi,623,480
gang-kou-CDC,an-shan-shi,2632,1636
gang-kou-CDC,da-lian-shi,2805,1732
gang-kou-CDC,shen-yang-shi,2657,1647
gang-kou-CDC,bao-tou-shi,2643,1661
gang-kou-CDC,hu-he-hao-te-shi,2465,1574
gang-kou-CDC,de-zhou-shi,1766,1174
gang-kou-CDC,dong-ying-shi,1803,1199
gang-kou-CDC,he-ze-shi,1492,1030
gang-kou-CDC,ji-nan-shi,1719,1150
gang-kou-CDC,ji-ning-shi,1549,1068
gang-kou-CDC,liao-cheng-shi,1636,1105
gang-kou-CDC,lin-yi-shi,1555,1086
gang-kou-CDC,qing-dao-shi,1694,1148
gang-kou-CDC,ri-zhao-shi,1555,1053
gang-kou-CDC,tai-an-shi,1687,1130
gang-kou-CDC,wei-hai-shi,1949,1292
gang-kou-CDC,wei-fang-shi,1718,1155
gang-kou-CDC,yan-tai-shi,1871,1244
gang-kou-CDC,zi-bo-shi,1777,1183
gang-kou-CDC,lin-fen-shi,1855,1232
gang-kou-CDC,tai-yuan-shi,1964,1300
gang-kou-CDC,yun-cheng-shi,1771,1197
gang-kou-CDC,xi-an-shi,1820,1212
gang-kou-CDC,xian-yang-shi,1842,1220
gang-kou-CDC,shang-hai-shi,1028,801
gang-kou-CDC,cheng-du-shi,2055,1349
gang-kou-CDC,mian-yang-shi,2033,1357
gang-kou-CDC,tian-jin-shi,1997,1298
gang-kou-CDC,kun-ming-shi,1979,1311
gang-kou-CDC,hang-zhou-shi,934,696
gang-kou-CDC,hu-zhou-shi,981,741
gang-kou-CDC,jia-xing-shi,941,708
gang-kou-CDC,jin-hua-shi,801,591
gang-kou-CDC,ning-bo-shi,834,624
gang-kou-CDC,shao-xing-shi,854,655
gang-kou-CDC,tai-zhou-shi,698,537
gang-kou-CDC,wen-zhou-shi,573,444
gang-kou-CDC,chong-qing-shi,1753,1209
shang-hai-DC,bo-zhou-shi,700,537
shang-hai-DC,chu-zhou-shi,366,327
shang-hai-DC,fu-yang-shi,626,466
shang-hai-DC,he-fei-shi,464,377
shang-hai-DC,lu-an-shi,547,429
shang-hai-DC,wu-hu-shi,359,319
shang-hai-DC,su-zhou-shi,568,445
shang-hai-DC,bei-jing-shi,1215,917
shang-hai-DC,fu-zhou-shi,771,634
shang-hai-DC,ning-de-shi,687,565
shang-hai-DC,quan-zhou-shi,938,764
shang-hai-DC,gang-kou-CDC-suo-zai-cheng-shi,1062,850
shang-hai-DC,zhang-zhou-shi,1079,860
shang-hai-DC,lan-zhou-shi,1993,1361
shang-hai-DC,dong-guan-shi,1439,1026
shang-hai-DC,fo-shan-shi,1465,1043
shang-hai-DC,guang-zhou-shi,1430,1015
shang-hai-DC,hui-zhou-shi,1357,991
shang-hai-DC,jiang-men-shi,1521,1076
shang-hai-DC,jie-yang-shi,1244,925
shang-hai-DC,shan-tou-shi,1289,947
shang-hai-DC,shen-zhen-shi,1455,1023
shang-hai-DC,zhan-jiang-shi,1848,1233
shang-hai-DC,zhong-shan-shi,1506,1070
shang-hai-DC,zhu-hai-shi,1548,1085
shang-hai-DC,nan-ning-shi,1891,1242
shang-hai-DC,gui-yang-shi,1805,1255
shang-hai-DC,bao-ding-shi,1189,900
shang-hai-DC,cang-zhou-shi,1041,816
shang-hai-DC,cheng-de-shi,1370,1014
shang-hai-DC,han-dan-shi,1040,814
shang-hai-DC,nei-lu-CDC-suo-zai-cheng-shi,1158,892
shang-hai-DC,shi-jia-zhuang-shi,1169,893
shang-hai-DC,tang-shan-shi,1196,912
shang-hai-DC,xing-tai-shi,1092,845
shang-hai-DC,zhang-jia-kou-shi,1410,1038
shang-hai-DC,luo-yang-shi,1036,771
shang-hai-DC,nan-yang-shi,964,723
shang-hai-DC,shang-qiu-shi,756,585
shang-hai-DC,xin-xiang-shi,995,761
shang-hai-DC,xin-yang-shi,783,602
shang-hai-DC,zheng-zhou-shi,948,719
shang-hai-DC,zhou-kou-shi,756,572
shang-hai-DC,da-qing-shi,2312,1497
shang-hai-DC,ha-er-bin-shi,2396,1565
shang-hai-DC,wu-han-shi,827,652
shang-hai-DC,xiang-yang-shi,1071,807
shang-hai-DC,heng-yang-shi,1192,862
shang-hai-DC,chang-sha-shi,1103,820
shang-hai-DC,ji-lin-shi,2127,1405
shang-hai-DC,chang-chun-shi,2034,1342
shang-hai-DC,chang-zhou-shi,177,196
shang-hai-DC,huai-an-shi,419,354
shang-hai-DC,lian-yun-gang-shi,485,410
shang-hai-DC,nan-jing-shi,296,263
shang-hai-DC,nan-tong-shi,133,202
shang-hai-DC,su-zhou-shi,97,159
shang-hai-DC,tai-zhou-shi,240,225
shang-hai-DC,wu-xi-shi,140,185
shang-hai-DC,su-qian-shi,502,402
shang-hai-DC,xu-zhou-shi,598,487
shang-hai-DC,yan-cheng-shi,319,294
shang-hai-DC,yang-zhou-shi,279,252
shang-hai-DC,zhen-jiang-shi,256,238
shang-hai-DC,gan-zhou-shi,1043,784
shang-hai-DC,jiu-jiang-shi,652,517
shang-hai-DC,nan-chang-shi,724,548
shang-hai-DC,shang-rao-shi,518,416
shang-hai-DC,an-shan-shi,1716,1185
shang-hai-DC,da-lian-shi,1886,1272
shang-hai-DC,shen-yang-shi,1741,1191
shang-hai-DC,bao-tou-shi,1873,1288
shang-hai-DC,hu-he-hao-te-shi,1703,1208
shang-hai-DC,de-zhou-shi,985,791
shang-hai-DC,dong-ying-shi,832,657
shang-hai-DC,he-ze-shi,849,664
shang-hai-DC,ji-nan-shi,849,678
shang-hai-DC,ji-ning-shi,770,626
shang-hai-DC,liao-cheng-shi,912,719
shang-hai-DC,lin-yi-shi,584,507
shang-hai-DC,qing-dao-shi,722,582
shang-hai-DC,ri-zhao-shi,583,477
shang-hai-DC,tai-an-shi,780,647
shang-hai-DC,wei-hai-shi,969,769
shang-hai-DC,wei-fang-shi,746,599
shang-hai-DC,yan-tai-shi,900,724
shang-hai-DC,zi-bo-shi,806,636
shang-hai-DC,lin-fen-shi,1292,936
shang-hai-DC,tai-yuan-shi,1360,995
shang-hai-DC,yun-cheng-shi,1213,899
shang-hai-DC,xi-an-shi,1379,978
shang-hai-DC,xian-yang-shi,1401,992
shang-hai-DC,shang-hai-shi,0,0
shang-hai-DC,cheng-du-shi,1958,1344
shang-hai-DC,mian-yang-shi,1900,1324
shang-hai-DC,tian-jin-shi,1081,839
shang-hai-DC,kun-ming-shi,2334,1569
shang-hai-DC,hang-zhou-shi,177,199
shang-hai-DC,hu-zhou-shi,150,172
shang-hai-DC,jia-xing-shi,107,154
shang-hai-DC,jin-hua-shi,326,286
shang-hai-DC,ning-bo-shi,227,223
shang-hai-DC,shao-xing-shi,206,214
shang-hai-DC,tai-zhou-shi,376,344
shang-hai-DC,wen-zhou-shi,451,386
shang-hai-DC,chong-qing-shi,1733,1233
shen-zhen-DC,bo-zhou-shi,1485,1002
shen-zhen-DC,chu-zhou-shi,1390,963
shen-zhen-DC,fu-yang-shi,1377,937
shen-zhen-DC,he-fei-shi,1245,862
shen-zhen-DC,lu-an-shi,1241,866
shen-zhen-DC,wu-hu-shi,1266,909
shen-zhen-DC,su-zhou-shi,1479,987
shen-zhen-DC,bei-jing-shi,2178,1352
shen-zhen-DC,fu-zhou-shi,828,567
shen-zhen-DC,ning-de-shi,921,636
shen-zhen-DC,quan-zhou-shi,662,463
shen-zhen-DC,gang-kou-CDC-suo-zai-cheng-shi,577,414
shen-zhen-DC,zhang-zhou-shi,543,389
shen-zhen-DC,lan-zhou-shi,2397,1585
shen-zhen-DC,dong-guan-shi,78,114
shen-zhen-DC,fo-shan-shi,147,158
shen-zhen-DC,guang-zhou-shi,143,157
shen-zhen-DC,hui-zhou-shi,88,106
shen-zhen-DC,jiang-men-shi,164,159
shen-zhen-DC,jie-yang-shi,317,234
shen-zhen-DC,shan-tou-shi,342,265
shen-zhen-DC,shen-zhen-shi,0,0
shen-zhen-DC,zhan-jiang-shi,503,403
shen-zhen-DC,zhong-shan-shi,138,151
shen-zhen-DC,zhu-hai-shi,180,191
shen-zhen-DC,nan-ning-shi,670,476
shen-zhen-DC,gui-yang-shi,1084,804
shen-zhen-DC,bao-ding-shi,2058,1300
shen-zhen-DC,cang-zhou-shi,2054,1296
shen-zhen-DC,cheng-de-shi,2407,1504
shen-zhen-DC,han-dan-shi,1773,1158
shen-zhen-DC,nei-lu-CDC-suo-zai-cheng-shi,2152,1348
shen-zhen-DC,shi-jia-zhuang-shi,1942,1245
shen-zhen-DC,tang-shan-shi,2269,1418
shen-zhen-DC,xing-tai-shi,1832,1196
shen-zhen-DC,zhang-jia-kou-shi,2332,1478
shen-zhen-DC,luo-yang-shi,1585,1091
shen-zhen-DC,nan-yang-shi,1406,1000
shen-zhen-DC,shang-qiu-shi,1537,1021
shen-zhen-DC,xin-xiang-shi,1615,1093
shen-zhen-DC,xin-yang-shi,1252,883
shen-zhen-DC,zheng-zhou-shi,1551,1041
shen-zhen-DC,zhou-kou-shi,1419,960
shen-zhen-DC,da-qing-shi,3398,2012
shen-zhen-DC,ha-er-bin-shi,3482,2069
shen-zhen-DC,wu-han-shi,1082,777
shen-zhen-DC,xiang-yang-shi,1286,919
shen-zhen-DC,heng-yang-shi,639,498
shen-zhen-DC,chang-sha-shi,787,600
shen-zhen-DC,ji-lin-shi,3214,1919
shen-zhen-DC,chang-chun-shi,3120,1859
shen-zhen-DC,chang-zhou-shi,1449,1006
shen-zhen-DC,huai-an-shi,1567,1048
shen-zhen-DC,lian-yun-gang-shi,1700,1119
shen-zhen-DC,nan-jing-shi,1358,970
shen-zhen-DC,nan-tong-shi,1524,1055
shen-zhen-DC,su-zhou-shi,1421,1007
shen-zhen-DC,tai-zhou-shi,1510,1044
shen-zhen-DC,wu-xi-shi,1448,1021
shen-zhen-DC,su-qian-shi,1616,1061
shen-zhen-DC,xu-zhou-shi,1562,1037
shen-zhen-DC,yan-cheng-shi,1625,1104
shen-zhen-DC,yang-zhou-shi,1466,1012
shen-zhen-DC,zhen-jiang-shi,1443,1012
shen-zhen-DC,gan-zhou-shi,447,338
shen-zhen-DC,jiu-jiang-shi,951,653
shen-zhen-DC,nan-chang-shi,815,559
shen-zhen-DC,shang-rao-shi,927,692
shen-zhen-DC,an-shan-shi,2803,1696
shen-zhen-DC,da-lian-shi,2973,1788
shen-zhen-DC,shen-yang-shi,2827,1698
shen-zhen-DC,bao-tou-shi,2604,1692
shen-zhen-DC,hu-he-hao-te-shi,2536,1598
shen-zhen-DC,de-zhou-shi,1916,1239
shen-zhen-DC,dong-ying-shi,2050,1311
shen-zhen-DC,he-ze-shi,1642,1084
shen-zhen-DC,ji-nan-shi,1873,1201
shen-zhen-DC,ji-ning-shi,1728,1129
shen-zhen-DC,liao-cheng-shi,1786,1159
shen-zhen-DC,lin-yi-shi,1751,1161
shen-zhen-DC,qing-dao-shi,1940,1254
shen-zhen-DC,ri-zhao-shi,1801,1175
shen-zhen-DC,tai-an-shi,1840,1182
shen-zhen-DC,wei-hai-shi,2186,1394
shen-zhen-DC,wei-fang-shi,1965,1261
shen-zhen-DC,yan-tai-shi,2118,1350
shen-zhen-DC,zi-bo-shi,1975,1269
shen-zhen-DC,lin-fen-shi,1836,1233
shen-zhen-DC,tai-yuan-shi,1980,1311
shen-zhen-DC,yun-cheng-shi,1733,1191
shen-zhen-DC,xi-an-shi,1782,1216
shen-zhen-DC,xian-yang-shi,1804,1218
shen-zhen-DC,shang-hai-shi,1434,1008
shen-zhen-DC,cheng-du-shi,1718,1156
shen-zhen-DC,mian-yang-shi,1765,1202
shen-zhen-DC,tian-jin-shi,2154,1340
shen-zhen-DC,kun-ming-shi,1450,1023
shen-zhen-DC,hang-zhou-shi,1254,891
shen-zhen-DC,hu-zhou-shi,1342,956
shen-zhen-DC,jia-xing-shi,1347,941
shen-zhen-DC,jin-hua-shi,1122,824
shen-zhen-DC,ning-bo-shi,1361,954
shen-zhen-DC,shao-xing-shi,1287,922
shen-zhen-DC,tai-zhou-shi,1265,911
shen-zhen-DC,wen-zhou-shi,1143,808
shen-zhen-DC,chong-qing-shi,1454,1042
tian-jin-DC,bo-zhou-shi,689,574
tian-jin-DC,chu-zhou-shi,899,702
tian-jin-DC,fu-yang-shi,790,620
tian-jin-DC,he-fei-shi,959,735
tian-jin-DC,lu-an-shi,943,727
tian-jin-DC,wu-hu-shi,1041,786
tian-jin-DC,su-zhou-shi,730,561
tian-jin-DC,bei-jing-shi,131,163
tian-jin-DC,fu-zhou-shi,1821,1261
tian-jin-DC,ning-de-shi,1710,1202
tian-jin-DC,quan-zhou-shi,1989,1350
tian-jin-DC,gang-kou-CDC-suo-zai-cheng-shi,1989,1347
tian-jin-DC,zhang-zhou-shi,1970,1339
tian-jin-DC,lan-zhou-shi,1498,1097
tian-jin-DC,dong-guan-shi,2136,1417
tian-jin-DC,fo-shan-shi,2162,1419
tian-jin-DC,guang-zhou-shi,2128,1403
tian-jin-DC,hui-zhou-shi,2067,1392
tian-jin-DC,jiang-men-shi,2212,1447
tian-jin-DC,jie-yang-shi,2024,1374
tian-jin-DC,shan-tou-shi,2069,1382
tian-jin-DC,shen-zhen-shi,2153,1409
tian-jin-DC,zhan-jiang-shi,2437,1582
tian-jin-DC,zhong-shan-shi,2204,1448
tian-jin-DC,zhu-hai-shi,2246,1472
tian-jin-DC,nan-ning-shi,2307,1507
tian-jin-DC,gui-yang-shi,2061,1408
tian-jin-DC,bao-ding-shi,194,187
tian-jin-DC,cang-zhou-shi,120,124
tian-jin-DC,cheng-de-shi,306,259
tian-jin-DC,han-dan-shi,459,357
tian-jin-DC,nei-lu-CDC-suo-zai-cheng-shi,89,121
tian-jin-DC,shi-jia-zhuang-shi,327,257
tian-jin-DC,tang-shan-shi,135,153
tian-jin-DC,xing-tai-shi,412,321
tian-jin-DC,zhang-jia-kou-shi,333,330
tian-jin-DC,luo-yang-shi,806,610
tian-jin-DC,nan-yang-shi,918,710
tian-jin-DC,shang-qiu-shi,612,501
tian-jin-DC,xin-xiang-shi,626,485
tian-jin-DC,xin-yang-shi,964,741
tian-jin-DC,zheng-zhou-shi,717,538
tian-jin-DC,zhou-kou-shi,771,579
tian-jin-DC,da-qing-shi,1249,916
tian-jin-DC,ha-er-bin-shi,1333,983
tian-jin-DC,wu-han-shi,1138,835
tian-jin-DC,xiang-yang-shi,1042,792
tian-jin-DC,heng-yang-shi,1623,1138
tian-jin-DC,chang-sha-shi,1467,1051
tian-jin-DC,ji-lin-shi,1065,823
tian-jin-DC,chang-chun-shi,971,748
tian-jin-DC,chang-zhou-shi,956,745
tian-jin-DC,huai-an-shi,739,597
tian-jin-DC,lian-yun-gang-shi,610,493
tian-jin-DC,nan-jing-shi,929,725
tian-jin-DC,nan-tong-shi,958,729
tian-jin-DC,su-zhou-shi,1079,830
tian-jin-DC,tai-zhou-shi,878,680
tian-jin-DC,wu-xi-shi,978,766
tian-jin-DC,su-qian-shi,647,519
tian-jin-DC,xu-zhou-shi,634,500
tian-jin-DC,yan-cheng-shi,795,627
tian-jin-DC,yang-zhou-shi,869,673
tian-jin-DC,zhen-jiang-shi,897,699
tian-jin-DC,gan-zhou-shi,1730,1179
tian-jin-DC,jiu-jiang-shi,1240,932
tian-jin-DC,nan-chang-shi,1345,1015
tian-jin-DC,shang-rao-shi,1488,1045
tian-jin-DC,an-shan-shi,654,530
tian-jin-DC,da-lian-shi,824,654
tian-jin-DC,shen-yang-shi,678,535
tian-jin-DC,bao-tou-shi,796,654
tian-jin-DC,hu-he-hao-te-shi,626,542
tian-jin-DC,de-zhou-shi,224,204
tian-jin-DC,dong-ying-shi,271,240
tian-jin-DC,he-ze-shi,566,441
tian-jin-DC,ji-nan-shi,335,274
tian-jin-DC,ji-ning-shi,523,433
tian-jin-DC,liao-cheng-shi,415,332
tian-jin-DC,lin-yi-shi,516,431
tian-jin-DC,qing-dao-shi,528,425
tian-jin-DC,ri-zhao-shi,537,425
tian-jin-DC,tai-an-shi,406,334
tian-jin-DC,wei-hai-shi,660,504
tian-jin-DC,wei-fang-shi,381,326
tian-jin-DC,yan-tai-shi,592,447
tian-jin-DC,zi-bo-shi,292,251
tian-jin-DC,lin-fen-shi,772,613
tian-jin-DC,tai-yuan-shi,524,419
tian-jin-DC,yun-cheng-shi,906,707
tian-jin-DC,xi-an-shi,1112,848
tian-jin-DC,xian-yang-shi,1134,872
tian-jin-DC,shang-hai-shi,1079,827
tian-jin-DC,cheng-du-shi,1882,1315
tian-jin-DC,mian-yang-shi,1711,1240
tian-jin-DC,tian-jin-shi,0,0
tian-jin-DC,kun-ming-shi,2590,1715
tian-jin-DC,hang-zhou-shi,1201,896
tian-jin-DC,hu-zhou-shi,1075,828
tian-jin-DC,jia-xing-shi,1115,839
tian-jin-DC,jin-hua-shi,1351,977
tian-jin-DC,ning-bo-shi,1252,919
tian-jin-DC,shao-xing-shi,1231,902
tian-jin-DC,tai-zhou-shi,1399,1011
tian-jin-DC,wen-zhou-shi,1476,1049
tian-jin-DC,chong-qing-shi,1825,1289
xi-an-DC,bo-zhou-shi,738,589
xi-an-DC,chu-zhou-shi,1047,792
xi-an-DC,fu-yang-shi,779,600
xi-an-DC,he-fei-shi,933,705
xi-an-DC,lu-an-shi,855,662
xi-an-DC,wu-hu-shi,1065,816
xi-an-DC,su-zhou-shi,859,661
xi-an-DC,bei-jing-shi,1102,853
xi-an-DC,fu-zhou-shi,1648,1163
xi-an-DC,ning-de-shi,1678,1184
xi-an-DC,quan-zhou-shi,1769,1249
xi-an-DC,gang-kou-CDC-suo-zai-cheng-shi,1782,1242
xi-an-DC,zhang-zhou-shi,1731,1214
xi-an-DC,lan-zhou-shi,625,524
xi-an-DC,dong-guan-shi,1671,1189
xi-an-DC,fo-shan-shi,1702,1198
xi-an-DC,guang-zhou-shi,1645,1184
xi-an-DC,hui-zhou-shi,1684,1220
xi-an-DC,jiang-men-shi,1740,1215
xi-an-DC,jie-yang-shi,1785,1245
xi-an-DC,shan-tou-shi,1830,1271
xi-an-DC,shen-zhen-shi,1739,1230
xi-an-DC,zhan-jiang-shi,1965,1324
xi-an-DC,zhong-shan-shi,1721,1225
xi-an-DC,zhu-hai-shi,1817,1249
xi-an-DC,nan-ning-shi,1641,1200
xi-an-DC,gui-yang-shi,1115,897
xi-an-DC,bao-ding-shi,942,753
xi-an-DC,cang-zhou-shi,997,789
xi-an-DC,cheng-de-shi,1330,995
xi-an-DC,han-dan-shi,667,553
xi-an-DC,nei-lu-CDC-suo-zai-cheng-shi,1085,841
xi-an-DC,shi-jia-zhuang-shi,797,654
xi-an-DC,tang-shan-shi,1212,921
xi-an-DC,xing-tai-shi,727,590
xi-an-DC,zhang-jia-kou-shi,1114,849
xi-an-DC,luo-yang-shi,408,343
xi-an-DC,nan-yang-shi,430,364
xi-an-DC,shang-qiu-shi,680,523
xi-an-DC,xin-xiang-shi,587,477
xi-an-DC,xin-yang-shi,622,485
xi-an-DC,zheng-zhou-shi,484,402
xi-an-DC,zhou-kou-shi,671,501
xi-an-DC,da-qing-shi,2331,1506
xi-an-DC,ha-er-bin-shi,2415,1568
xi-an-DC,wu-han-shi,745,579
xi-an-DC,xiang-yang-shi,468,399
xi-an-DC,heng-yang-shi,1150,892
xi-an-DC,chang-sha-shi,994,793
xi-an-DC,ji-lin-shi,2147,1410
xi-an-DC,chang-chun-shi,2053,1353
xi-an-DC,chang-zhou-shi,1222,874
xi-an-DC,huai-an-shi,1015,758
xi-an-DC,lian-yun-gang-shi,1031,778
xi-an-DC,nan-jing-shi,1108,814
xi-an-DC,nan-tong-shi,1306,936
xi-an-DC,su-zhou-shi,1309,937
xi-an-DC,tai-zhou-shi,1208,868
xi-an-DC,wu-xi-shi,1266,910
xi-an-DC,su-qian-shi,939,724
xi-an-DC,xu-zhou-shi,838,645
