,From,To,TimeIndi
603,qing-dao-DC,tang-shan-shi,1
604,qing-dao-DC,xing-tai-shi,1
605,qing-dao-DC,zhang-jia-kou-shi,0
606,qing-dao-DC,luo-yang-shi,0
607,qing-dao-DC,nan-yang-shi,0
608,qing-dao-DC,shang-qiu-shi,1
609,qing-dao-DC,xin-xiang-shi,1
610,qing-dao-DC,xin-yang-shi,0
611,qing-dao-DC,zheng-zhou-shi,1
612,qing-dao-DC,zhou-kou-shi,1
613,qing-dao-DC,da-qing-shi,0
614,qing-dao-DC,ha-er-bin-shi,0
615,qing-dao-DC,wu-han-shi,0
616,qing-dao-DC,xiang-yang-shi,0
617,qing-dao-DC,heng-yang-shi,0
618,qing-dao-DC,chang-sha-shi,0
619,qing-dao-DC,ji-lin-shi,0
620,qing-dao-DC,chang-chun-shi,0
621,qing-dao-DC,chang-zhou-shi,1
622,qing-dao-DC,huai-an-shi,1
623,qing-dao-DC,lian-yun-gang-shi,1
624,qing-dao-DC,nan-jing-shi,1
625,qing-dao-DC,nan-tong-shi,1
626,qing-dao-DC,su-zhou-shi2,1
627,qing-dao-DC,tai-zhou-shi1,1
628,qing-dao-DC,wu-xi-shi,1
629,qing-dao-DC,su-qian-shi,1
630,qing-dao-DC,xu-zhou-shi,1
631,qing-dao-DC,yan-cheng-shi,1
632,qing-dao-DC,yang-zhou-shi,1
633,qing-dao-DC,zhen-jiang-shi,1
634,qing-dao-DC,gan-zhou-shi,0
635,qing-dao-DC,jiu-jiang-shi,0
636,qing-dao-DC,nan-chang-shi,0
637,qing-dao-DC,shang-rao-shi,0
638,qing-dao-DC,an-shan-shi,0
639,qing-dao-DC,da-lian-shi,0
640,qing-dao-DC,shen-yang-shi,0
641,qing-dao-DC,bao-tou-shi,0
642,qing-dao-DC,hu-he-hao-te-shi,0
643,qing-dao-DC,de-zhou-shi,1
644,qing-dao-DC,dong-ying-shi,1
645,qing-dao-DC,he-ze-shi,1
646,qing-dao-DC,ji-nan-shi,1
647,qing-dao-DC,ji-ning-shi,1
648,qing-dao-DC,liao-cheng-shi,1
649,qing-dao-DC,lin-yi-shi,1
650,qing-dao-DC,qing-dao-shi,1
651,qing-dao-DC,ri-zhao-shi,1
652,qing-dao-DC,tai-an-shi,1
653,qing-dao-DC,wei-hai-shi,1
654,qing-dao-DC,wei-fang-shi,1
655,qing-dao-DC,yan-tai-shi,1
656,qing-dao-DC,zi-bo-shi,1
657,qing-dao-DC,lin-fen-shi,0
658,qing-dao-DC,tai-yuan-shi,0
659,qing-dao-DC,yun-cheng-shi,0
660,qing-dao-DC,xi-an-shi,0
661,qing-dao-DC,xian-yang-shi,0
662,qing-dao-DC,shang-hai-shi,1
663,qing-dao-DC,cheng-du-shi,0
664,qing-dao-DC,mian-yang-shi,0
665,qing-dao-DC,tian-jin-shi,1
666,qing-dao-DC,kun-ming-shi,0
667,qing-dao-DC,hang-zhou-shi,0
668,qing-dao-DC,hu-zhou-shi,1
669,qing-dao-DC,jia-xing-shi,1
670,qing-dao-DC,jin-hua-shi,0
671,qing-dao-DC,ning-bo-shi,0
672,qing-dao-DC,shao-xing-shi,0
673,qing-dao-DC,tai-zhou-shi2,0
674,qing-dao-DC,wen-zhou-shi,0
675,qing-dao-DC,chong-qing-shi,0
676,gang-kou-CDC,bo-zhou-shi,0
677,gang-kou-CDC,chu-zhou-shi,0
678,gang-kou-CDC,fu-yang-shi,0
679,gang-kou-CDC,he-fei-shi,0
680,gang-kou-CDC,lu-an-shi,0
681,gang-kou-CDC,wu-hu-shi,0
682,gang-kou-CDC,su-zhou-shi1,0
683,gang-kou-CDC,bei-jing-shi,0
684,gang-kou-CDC,fu-zhou-shi,1
685,gang-kou-CDC,ning-de-shi,1
686,gang-kou-CDC,quan-zhou-shi,1
687,gang-kou-CDC,gang-kou-CDC-suo-zai-cheng-shi,1
688,gang-kou-CDC,zhang-zhou-shi,1
689,gang-kou-CDC,lan-zhou-shi,0
690,gang-kou-CDC,dong-guan-shi,1
691,gang-kou-CDC,fo-shan-shi,1
692,gang-kou-CDC,guang-zhou-shi,1
693,gang-kou-CDC,hui-zhou-shi,1
694,gang-kou-CDC,jiang-men-shi,1
695,gang-kou-CDC,jie-yang-shi,1
696,gang-kou-CDC,shan-tou-shi,1
697,gang-kou-CDC,shen-zhen-shi,1
698,gang-kou-CDC,zhan-jiang-shi,0
699,gang-kou-CDC,zhong-shan-shi,1
700,gang-kou-CDC,zhu-hai-shi,1
701,gang-kou-CDC,nan-ning-shi,0
702,gang-kou-CDC,gui-yang-shi,0
703,gang-kou-CDC,bao-ding-shi,0
704,gang-kou-CDC,cang-zhou-shi,0
705,gang-kou-CDC,cheng-de-shi,0
706,gang-kou-CDC,han-dan-shi,0
707,gang-kou-CDC,nei-lu-CDC-suo-zai-cheng-shi,0
708,gang-kou-CDC,shi-jia-zhuang-shi,0
709,gang-kou-CDC,tang-shan-shi,0
710,gang-kou-CDC,xing-tai-shi,0
711,gang-kou-CDC,zhang-jia-kou-shi,0
712,gang-kou-CDC,luo-yang-shi,0
713,gang-kou-CDC,nan-yang-shi,0
714,gang-kou-CDC,shang-qiu-shi,0
715,gang-kou-CDC,xin-xiang-shi,0
716,gang-kou-CDC,xin-yang-shi,0
717,gang-kou-CDC,zheng-zhou-shi,0
718,gang-kou-CDC,zhou-kou-shi,0
719,gang-kou-CDC,da-qing-shi,0
720,gang-kou-CDC,ha-er-bin-shi,0
721,gang-kou-CDC,wu-han-shi,0
722,gang-kou-CDC,xiang-yang-shi,0
723,gang-kou-CDC,heng-yang-shi,1
724,gang-kou-CDC,chang-sha-shi,0
725,gang-kou-CDC,ji-lin-shi,0
726,gang-kou-CDC,chang-chun-shi,0
727,gang-kou-CDC,chang-zhou-shi,0
728,gang-kou-CDC,huai-an-shi,0
729,gang-kou-CDC,lian-yun-gang-shi,0
730,gang-kou-CDC,nan-jing-shi,0
731,gang-kou-CDC,nan-tong-shi,0
732,gang-kou-CDC,su-zhou-shi2,0
733,gang-kou-CDC,tai-zhou-shi1,0
734,gang-kou-CDC,wu-xi-shi,0
735,gang-kou-CDC,su-qian-shi,0
736,gang-kou-CDC,xu-zhou-shi,0
737,gang-kou-CDC,yan-cheng-shi,0
738,gang-kou-CDC,yang-zhou-shi,0
739,gang-kou-CDC,zhen-jiang-shi,0
740,gang-kou-CDC,gan-zhou-shi,1
741,gang-kou-CDC,jiu-jiang-shi,1
742,gang-kou-CDC,nan-chang-shi,1
743,gang-kou-CDC,shang-rao-shi,1
744,gang-kou-CDC,an-shan-shi,0
745,gang-kou-CDC,da-lian-shi,0
746,gang-kou-CDC,shen-yang-shi,0
747,gang-kou-CDC,bao-tou-shi,0
748,gang-kou-CDC,hu-he-hao-te-shi,0
749,gang-kou-CDC,de-zhou-shi,0
750,gang-kou-CDC,dong-ying-shi,0
751,gang-kou-CDC,he-ze-shi,0
752,gang-kou-CDC,ji-nan-shi,0
753,gang-kou-CDC,ji-ning-shi,0
754,gang-kou-CDC,liao-cheng-shi,0
755,gang-kou-CDC,lin-yi-shi,0
756,gang-kou-CDC,qing-dao-shi,0
757,gang-kou-CDC,ri-zhao-shi,0
758,gang-kou-CDC,tai-an-shi,0
759,gang-kou-CDC,wei-hai-shi,0
760,gang-kou-CDC,wei-fang-shi,0
761,gang-kou-CDC,yan-tai-shi,0
762,gang-kou-CDC,zi-bo-shi,0
763,gang-kou-CDC,lin-fen-shi,0
764,gang-kou-CDC,tai-yuan-shi,0
765,gang-kou-CDC,yun-cheng-shi,0
766,gang-kou-CDC,xi-an-shi,0
767,gang-kou-CDC,xian-yang-shi,0
768,gang-kou-CDC,shang-hai-shi,0
769,gang-kou-CDC,cheng-du-shi,0
770,gang-kou-CDC,mian-yang-shi,0
771,gang-kou-CDC,tian-jin-shi,0
772,gang-kou-CDC,kun-ming-shi,0
773,gang-kou-CDC,hang-zhou-shi,0
774,gang-kou-CDC,hu-zhou-shi,0
775,gang-kou-CDC,jia-xing-shi,0
776,gang-kou-CDC,jin-hua-shi,1
777,gang-kou-CDC,ning-bo-shi,0
778,gang-kou-CDC,shao-xing-shi,0
779,gang-kou-CDC,tai-zhou-shi2,1
780,gang-kou-CDC,wen-zhou-shi,1
781,gang-kou-CDC,chong-qing-shi,0
782,shang-hai-DC,bo-zhou-shi,1
783,shang-hai-DC,chu-zhou-shi,1
784,shang-hai-DC,fu-yang-shi,1
785,shang-hai-DC,he-fei-shi,1
786,shang-hai-DC,lu-an-shi,1
787,shang-hai-DC,wu-hu-shi,1
788,shang-hai-DC,su-zhou-shi1,1
789,shang-hai-DC,bei-jing-shi,0
790,shang-hai-DC,fu-zhou-shi,0
791,shang-hai-DC,ning-de-shi,1
792,shang-hai-DC,quan-zhou-shi,0
793,shang-hai-DC,gang-kou-CDC-suo-zai-cheng-shi,0
794,shang-hai-DC,zhang-zhou-shi,0
795,shang-hai-DC,lan-zhou-shi,0
796,shang-hai-DC,dong-guan-shi,0
797,shang-hai-DC,fo-shan-shi,0
798,shang-hai-DC,guang-zhou-shi,0
799,shang-hai-DC,hui-zhou-shi,0
800,shang-hai-DC,jiang-men-shi,0
801,shang-hai-DC,jie-yang-shi,0
802,shang-hai-DC,shan-tou-shi,0
803,shang-hai-DC,shen-zhen-shi,0
804,shang-hai-DC,zhan-jiang-shi,0
805,shang-hai-DC,zhong-shan-shi,0
806,shang-hai-DC,zhu-hai-shi,0
807,shang-hai-DC,nan-ning-shi,0
808,shang-hai-DC,gui-yang-shi,0
809,shang-hai-DC,bao-ding-shi,0
810,shang-hai-DC,cang-zhou-shi,0
811,shang-hai-DC,cheng-de-shi,0
812,shang-hai-DC,han-dan-shi,0
813,shang-hai-DC,nei-lu-CDC-suo-zai-cheng-shi,0
814,shang-hai-DC,shi-jia-zhuang-shi,0
815,shang-hai-DC,tang-shan-shi,0
816,shang-hai-DC,xing-tai-shi,0
817,shang-hai-DC,zhang-jia-kou-shi,0
818,shang-hai-DC,luo-yang-shi,0
819,shang-hai-DC,nan-yang-shi,0
820,shang-hai-DC,shang-qiu-shi,1
821,shang-hai-DC,xin-xiang-shi,0
822,shang-hai-DC,xin-yang-shi,0
823,shang-hai-DC,zheng-zhou-shi,0
824,shang-hai-DC,zhou-kou-shi,1
825,shang-hai-DC,da-qing-shi,0
826,shang-hai-DC,ha-er-bin-shi,0
827,shang-hai-DC,wu-han-shi,0
828,shang-hai-DC,xiang-yang-shi,0
829,shang-hai-DC,heng-yang-shi,0
830,shang-hai-DC,chang-sha-shi,0
831,shang-hai-DC,ji-lin-shi,0
832,shang-hai-DC,chang-chun-shi,0
833,shang-hai-DC,chang-zhou-shi,1
834,shang-hai-DC,huai-an-shi,1
835,shang-hai-DC,lian-yun-gang-shi,1
836,shang-hai-DC,nan-jing-shi,1
837,shang-hai-DC,nan-tong-shi,1
838,shang-hai-DC,su-zhou-shi2,1
839,shang-hai-DC,tai-zhou-shi1,1
840,shang-hai-DC,wu-xi-shi,1
841,shang-hai-DC,su-qian-shi,1
842,shang-hai-DC,xu-zhou-shi,1
843,shang-hai-DC,yan-cheng-shi,1
844,shang-hai-DC,yang-zhou-shi,1
845,shang-hai-DC,zhen-jiang-shi,1
846,shang-hai-DC,gan-zhou-shi,0
847,shang-hai-DC,jiu-jiang-shi,1
848,shang-hai-DC,nan-chang-shi,1
849,shang-hai-DC,shang-rao-shi,1
850,shang-hai-DC,an-shan-shi,0
851,shang-hai-DC,da-lian-shi,0
852,shang-hai-DC,shen-yang-shi,0
853,shang-hai-DC,bao-tou-shi,0
854,shang-hai-DC,hu-he-hao-te-shi,0
855,shang-hai-DC,de-zhou-shi,0
856,shang-hai-DC,dong-ying-shi,0
857,shang-hai-DC,he-ze-shi,0
858,shang-hai-DC,ji-nan-shi,0
859,shang-hai-DC,ji-ning-shi,0
860,shang-hai-DC,liao-cheng-shi,0
861,shang-hai-DC,lin-yi-shi,1
862,shang-hai-DC,qing-dao-shi,1
863,shang-hai-DC,ri-zhao-shi,1
864,shang-hai-DC,tai-an-shi,0
865,shang-hai-DC,wei-hai-shi,0
866,shang-hai-DC,wei-fang-shi,1
867,shang-hai-DC,yan-tai-shi,0
868,shang-hai-DC,zi-bo-shi,0
869,shang-hai-DC,lin-fen-shi,0
870,shang-hai-DC,tai-yuan-shi,0
871,shang-hai-DC,yun-cheng-shi,0
872,shang-hai-DC,xi-an-shi,0
873,shang-hai-DC,xian-yang-shi,0
874,shang-hai-DC,shang-hai-shi,1
875,shang-hai-DC,cheng-du-shi,0
876,shang-hai-DC,mian-yang-shi,0
877,shang-hai-DC,tian-jin-shi,0
878,shang-hai-DC,kun-ming-shi,0
879,shang-hai-DC,hang-zhou-shi,1
880,shang-hai-DC,hu-zhou-shi,1
881,shang-hai-DC,jia-xing-shi,1
882,shang-hai-DC,jin-hua-shi,1
883,shang-hai-DC,ning-bo-shi,1
884,shang-hai-DC,shao-xing-shi,1
885,shang-hai-DC,tai-zhou-shi2,1
886,shang-hai-DC,wen-zhou-shi,1
887,shang-hai-DC,chong-qing-shi,0
888,shen-zhen-DC,bo-zhou-shi,0
889,shen-zhen-DC,chu-zhou-shi,0
890,shen-zhen-DC,fu-yang-shi,0
891,shen-zhen-DC,he-fei-shi,0
892,shen-zhen-DC,lu-an-shi,0
893,shen-zhen-DC,wu-hu-shi,0
894,shen-zhen-DC,su-zhou-shi1,0
895,shen-zhen-DC,bei-jing-shi,0
896,shen-zhen-DC,fu-zhou-shi,1
897,shen-zhen-DC,ning-de-shi,0
898,shen-zhen-DC,quan-zhou-shi,1
899,shen-zhen-DC,gang-kou-CDC-suo-zai-cheng-shi,1
900,shen-zhen-DC,zhang-zhou-shi,1
901,shen-zhen-DC,lan-zhou-shi,0
902,shen-zhen-DC,dong-guan-shi,1
903,shen-zhen-DC,fo-shan-shi,1
904,shen-zhen-DC,guang-zhou-shi,1
905,shen-zhen-DC,hui-zhou-shi,1
906,shen-zhen-DC,jiang-men-shi,1
907,shen-zhen-DC,jie-yang-shi,1
908,shen-zhen-DC,shan-tou-shi,1
909,shen-zhen-DC,shen-zhen-shi,1
910,shen-zhen-DC,zhan-jiang-shi,1
911,shen-zhen-DC,zhong-shan-shi,1
912,shen-zhen-DC,zhu-hai-shi,1
913,shen-zhen-DC,nan-ning-shi,1
914,shen-zhen-DC,gui-yang-shi,0
915,shen-zhen-DC,bao-ding-shi,0
916,shen-zhen-DC,cang-zhou-shi,0
917,shen-zhen-DC,cheng-de-shi,0
918,shen-zhen-DC,han-dan-shi,0
919,shen-zhen-DC,nei-lu-CDC-suo-zai-cheng-shi,0
920,shen-zhen-DC,shi-jia-zhuang-shi,0
921,shen-zhen-DC,tang-shan-shi,0
922,shen-zhen-DC,xing-tai-shi,0
923,shen-zhen-DC,zhang-jia-kou-shi,0
924,shen-zhen-DC,luo-yang-shi,0
925,shen-zhen-DC,nan-yang-shi,0
926,shen-zhen-DC,shang-qiu-shi,0
927,shen-zhen-DC,xin-xiang-shi,0
928,shen-zhen-DC,xin-yang-shi,0
929,shen-zhen-DC,zheng-zhou-shi,0
930,shen-zhen-DC,zhou-kou-shi,0
931,shen-zhen-DC,da-qing-shi,0
932,shen-zhen-DC,ha-er-bin-shi,0
933,shen-zhen-DC,wu-han-shi,0
934,shen-zhen-DC,xiang-yang-shi,0
935,shen-zhen-DC,heng-yang-shi,1
936,shen-zhen-DC,chang-sha-shi,1
937,shen-zhen-DC,ji-lin-shi,0
938,shen-zhen-DC,chang-chun-shi,0
939,shen-zhen-DC,chang-zhou-shi,0
940,shen-zhen-DC,huai-an-shi,0
941,shen-zhen-DC,lian-yun-gang-shi,0
942,shen-zhen-DC,nan-jing-shi,0
943,shen-zhen-DC,nan-tong-shi,0
944,shen-zhen-DC,su-zhou-shi2,0
945,shen-zhen-DC,tai-zhou-shi1,0
946,shen-zhen-DC,wu-xi-shi,0
947,shen-zhen-DC,su-qian-shi,0
948,shen-zhen-DC,xu-zhou-shi,0
949,shen-zhen-DC,yan-cheng-shi,0
950,shen-zhen-DC,yang-zhou-shi,0
951,shen-zhen-DC,zhen-jiang-shi,0
952,shen-zhen-DC,gan-zhou-shi,1
953,shen-zhen-DC,jiu-jiang-shi,0
954,shen-zhen-DC,nan-chang-shi,1
955,shen-zhen-DC,shang-rao-shi,0
956,shen-zhen-DC,an-shan-shi,0
957,shen-zhen-DC,da-lian-shi,0
958,shen-zhen-DC,shen-yang-shi,0
959,shen-zhen-DC,bao-tou-shi,0
960,shen-zhen-DC,hu-he-hao-te-shi,0
961,shen-zhen-DC,de-zhou-shi,0
962,shen-zhen-DC,dong-ying-shi,0
963,shen-zhen-DC,he-ze-shi,0
964,shen-zhen-DC,ji-nan-shi,0
965,shen-zhen-DC,ji-ning-shi,0
966,shen-zhen-DC,liao-cheng-shi,0
967,shen-zhen-DC,lin-yi-shi,0
968,shen-zhen-DC,qing-dao-shi,0
969,shen-zhen-DC,ri-zhao-shi,0
970,shen-zhen-DC,tai-an-shi,0
971,shen-zhen-DC,wei-hai-shi,0
972,shen-zhen-DC,wei-fang-shi,0
973,shen-zhen-DC,yan-tai-shi,0
974,shen-zhen-DC,zi-bo-shi,0
975,shen-zhen-DC,lin-fen-shi,0
976,shen-zhen-DC,tai-yuan-shi,0
977,shen-zhen-DC,yun-cheng-shi,0
978,shen-zhen-DC,xi-an-shi,0
979,shen-zhen-DC,xian-yang-shi,0
980,shen-zhen-DC,shang-hai-shi,0
981,shen-zhen-DC,cheng-du-shi,0
982,shen-zhen-DC,mian-yang-shi,0
983,shen-zhen-DC,tian-jin-shi,0
984,shen-zhen-DC,kun-ming-shi,0
985,shen-zhen-DC,hang-zhou-shi,0
986,shen-zhen-DC,hu-zhou-shi,0
987,shen-zhen-DC,jia-xing-shi,0
988,shen-zhen-DC,jin-hua-shi,0
989,shen-zhen-DC,ning-bo-shi,0
990,shen-zhen-DC,shao-xing-shi,0
991,shen-zhen-DC,tai-zhou-shi2,0
992,shen-zhen-DC,wen-zhou-shi,0
993,shen-zhen-DC,chong-qing-shi,0
994,tian-jin-DC,bo-zhou-shi,1
995,tian-jin-DC,chu-zhou-shi,0
996,tian-jin-DC,fu-yang-shi,0
997,tian-jin-DC,he-fei-shi,0
998,tian-jin-DC,lu-an-shi,0
999,tian-jin-DC,wu-hu-shi,0
1000,tian-jin-DC,su-zhou-shi1,1
1001,tian-jin-DC,bei-jing-shi,1
1002,tian-jin-DC,fu-zhou-shi,0
1003,tian-jin-DC,ning-de-shi,0
1004,tian-jin-DC,quan-zhou-shi,0
1005,tian-jin-DC,gang-kou-CDC-suo-zai-cheng-shi,0
1006,tian-jin-DC,zhang-zhou-shi,0
1007,tian-jin-DC,lan-zhou-shi,0
1008,tian-jin-DC,dong-guan-shi,0
1009,tian-jin-DC,fo-shan-shi,0
1010,tian-jin-DC,guang-zhou-shi,0
1011,tian-jin-DC,hui-zhou-shi,0
1012,tian-jin-DC,jiang-men-shi,0
1013,tian-jin-DC,jie-yang-shi,0
1014,tian-jin-DC,shan-tou-shi,0
1015,tian-jin-DC,shen-zhen-shi,0
1016,tian-jin-DC,zhan-jiang-shi,0
1017,tian-jin-DC,zhong-shan-shi,0
1018,tian-jin-DC,zhu-hai-shi,0
1019,tian-jin-DC,nan-ning-shi,0
1020,tian-jin-DC,gui-yang-shi,0
1021,tian-jin-DC,bao-ding-shi,1
1022,tian-jin-DC,cang-zhou-shi,1
1023,tian-jin-DC,cheng-de-shi,1
1024,tian-jin-DC,han-dan-shi,1
1025,tian-jin-DC,nei-lu-CDC-suo-zai-cheng-shi,1
1026,tian-jin-DC,shi-jia-zhuang-shi,1
1027,tian-jin-DC,tang-shan-shi,1
1028,tian-jin-DC,xing-tai-shi,1
1029,tian-jin-DC,zhang-jia-kou-shi,1
1030,tian-jin-DC,luo-yang-shi,0
1031,tian-jin-DC,nan-yang-shi,0
1032,tian-jin-DC,shang-qiu-shi,1
1033,tian-jin-DC,xin-xiang-shi,1
1034,tian-jin-DC,xin-yang-shi,0
1035,tian-jin-DC,zheng-zhou-shi,1
1036,tian-jin-DC,zhou-kou-shi,1
1037,tian-jin-DC,da-qing-shi,0
1038,tian-jin-DC,ha-er-bin-shi,0
1039,tian-jin-DC,wu-han-shi,0
1040,tian-jin-DC,xiang-yang-shi,0
1041,tian-jin-DC,heng-yang-shi,0
1042,tian-jin-DC,chang-sha-shi,0
1043,tian-jin-DC,ji-lin-shi,0
1044,tian-jin-DC,chang-chun-shi,0
1045,tian-jin-DC,chang-zhou-shi,0
1046,tian-jin-DC,huai-an-shi,1
1047,tian-jin-DC,lian-yun-gang-shi,1
1048,tian-jin-DC,nan-jing-shi,0
1049,tian-jin-DC,nan-tong-shi,0
1050,tian-jin-DC,su-zhou-shi2,0
1051,tian-jin-DC,tai-zhou-shi1,0
1052,tian-jin-DC,wu-xi-shi,0
1053,tian-jin-DC,su-qian-shi,1
1054,tian-jin-DC,xu-zhou-shi,1
1055,tian-jin-DC,yan-cheng-shi,0
1056,tian-jin-DC,yang-zhou-shi,0
1057,tian-jin-DC,zhen-jiang-shi,0
1058,tian-jin-DC,gan-zhou-shi,0
1059,tian-jin-DC,jiu-jiang-shi,0
1060,tian-jin-DC,nan-chang-shi,0
1061,tian-jin-DC,shang-rao-shi,0
1062,tian-jin-DC,an-shan-shi,1
1063,tian-jin-DC,da-lian-shi,0
1064,tian-jin-DC,shen-yang-shi,1
1065,tian-jin-DC,bao-tou-shi,0
1066,tian-jin-DC,hu-he-hao-te-shi,1
1067,tian-jin-DC,de-zhou-shi,1
1068,tian-jin-DC,dong-ying-shi,1
1069,tian-jin-DC,he-ze-shi,1
1070,tian-jin-DC,ji-nan-shi,1
1071,tian-jin-DC,ji-ning-shi,1
1072,tian-jin-DC,liao-cheng-shi,1
1073,tian-jin-DC,lin-yi-shi,1
1074,tian-jin-DC,qing-dao-shi,1
1075,tian-jin-DC,ri-zhao-shi,1
1076,tian-jin-DC,tai-an-shi,1
1077,tian-jin-DC,wei-hai-shi,1
1078,tian-jin-DC,wei-fang-shi,1
1079,tian-jin-DC,yan-tai-shi,1
1080,tian-jin-DC,zi-bo-shi,1
1081,tian-jin-DC,lin-fen-shi,0
1082,tian-jin-DC,tai-yuan-shi,1
1083,tian-jin-DC,yun-cheng-shi,0
1084,tian-jin-DC,xi-an-shi,0
1085,tian-jin-DC,xian-yang-shi,0
1086,tian-jin-DC,shang-hai-shi,0
1087,tian-jin-DC,cheng-du-shi,0
1088,tian-jin-DC,mian-yang-shi,0
1089,tian-jin-DC,tian-jin-shi,1
1090,tian-jin-DC,kun-ming-shi,0
1091,tian-jin-DC,hang-zhou-shi,0
1092,tian-jin-DC,hu-zhou-shi,0
1093,tian-jin-DC,jia-xing-shi,0
1094,tian-jin-DC,jin-hua-shi,0
1095,tian-jin-DC,ning-bo-shi,0
1096,tian-jin-DC,shao-xing-shi,0
1097,tian-jin-DC,tai-zhou-shi2,0
1098,tian-jin-DC,wen-zhou-shi,0
1099,tian-jin-DC,chong-qing-shi,0
1100,xi-an-DC,bo-zhou-shi,1
1101,xi-an-DC,chu-zhou-shi,0
1102,xi-an-DC,fu-yang-shi,1
1103,xi-an-DC,he-fei-shi,0
1104,xi-an-DC,lu-an-shi,0
1105,xi-an-DC,wu-hu-shi,0
1106,xi-an-DC,su-zhou-shi1,0
1107,xi-an-DC,bei-jing-shi,0
1108,xi-an-DC,fu-zhou-shi,0
1109,xi-an-DC,ning-de-shi,0
1110,xi-an-DC,quan-zhou-shi,0
1111,xi-an-DC,gang-kou-CDC-suo-zai-cheng-shi,0
1112,xi-an-DC,zhang-zhou-shi,0
1113,xi-an-DC,lan-zhou-shi,1
1114,xi-an-DC,dong-guan-shi,0
1115,xi-an-DC,fo-shan-shi,0
1116,xi-an-DC,guang-zhou-shi,0
1117,xi-an-DC,hui-zhou-shi,0
1118,xi-an-DC,jiang-men-shi,0
1119,xi-an-DC,jie-yang-shi,0
1120,xi-an-DC,shan-tou-shi,0
1121,xi-an-DC,shen-zhen-shi,0
1122,xi-an-DC,zhan-jiang-shi,0
1123,xi-an-DC,zhong-shan-shi,0
1124,xi-an-DC,zhu-hai-shi,0
1125,xi-an-DC,nan-ning-shi,0
1126,xi-an-DC,gui-yang-shi,0
1127,xi-an-DC,bao-ding-shi,0
1128,xi-an-DC,cang-zhou-shi,0
1129,xi-an-DC,cheng-de-shi,0
1130,xi-an-DC,han-dan-shi,1
1131,xi-an-DC,nei-lu-CDC-suo-zai-cheng-shi,0
1132,xi-an-DC,shi-jia-zhuang-shi,0
1133,xi-an-DC,tang-shan-shi,0
1134,xi-an-DC,xing-tai-shi,1
1135,xi-an-DC,zhang-jia-kou-shi,0
1136,xi-an-DC,luo-yang-shi,1
1137,xi-an-DC,nan-yang-shi,1
1138,xi-an-DC,shang-qiu-shi,1
1139,xi-an-DC,xin-xiang-shi,1
1140,xi-an-DC,xin-yang-shi,1
1141,xi-an-DC,zheng-zhou-shi,1
1142,xi-an-DC,zhou-kou-shi,1
1143,xi-an-DC,da-qing-shi,0
1144,xi-an-DC,ha-er-bin-shi,0
1145,xi-an-DC,wu-han-shi,1
1146,xi-an-DC,xiang-yang-shi,1
1147,xi-an-DC,heng-yang-shi,0
1148,xi-an-DC,chang-sha-shi,0
1149,xi-an-DC,ji-lin-shi,0
1150,xi-an-DC,chang-chun-shi,0
1151,xi-an-DC,chang-zhou-shi,0
1152,xi-an-DC,huai-an-shi,0
1153,xi-an-DC,lian-yun-gang-shi,0
1154,xi-an-DC,nan-jing-shi,0
1155,xi-an-DC,nan-tong-shi,0
1156,xi-an-DC,su-zhou-shi2,0
1157,xi-an-DC,tai-zhou-shi1,0
1158,xi-an-DC,wu-xi-shi,0
1159,xi-an-DC,su-qian-shi,0
1160,xi-an-DC,xu-zhou-shi,0
1161,xi-an-DC,yan-cheng-shi,0
1162,xi-an-DC,yang-zhou-shi,0
1163,xi-an-DC,zhen-jiang-shi,0
1164,xi-an-DC,gan-zhou-shi,0
1165,xi-an-DC,jiu-jiang-shi,0
1166,xi-an-DC,nan-chang-shi,0
1167,xi-an-DC,shang-rao-shi,0
1168,xi-an-DC,an-shan-shi,0
1169,xi-an-DC,da-lian-shi,0
1170,xi-an-DC,shen-yang-shi,0
1171,xi-an-DC,bao-tou-shi,0
1172,xi-an-DC,hu-he-hao-te-shi,0
1173,xi-an-DC,de-zhou-shi,0
1174,xi-an-DC,dong-ying-shi,0
1175,xi-an-DC,he-ze-shi,1
1176,xi-an-DC,ji-nan-shi,0
1177,xi-an-DC,ji-ning-shi,0
1178,xi-an-DC,liao-cheng-shi,0
1179,xi-an-DC,lin-yi-shi,0
1180,xi-an-DC,qing-dao-shi,0
1181,xi-an-DC,ri-zhao-shi,0
1182,xi-an-DC,tai-an-shi,0
1183,xi-an-DC,wei-hai-shi,0
1184,xi-an-DC,wei-fang-shi,0
1185,xi-an-DC,yan-tai-shi,0
1186,xi-an-DC,zi-bo-shi,0
1187,xi-an-DC,lin-fen-shi,1
1188,xi-an-DC,tai-yuan-shi,1
1189,xi-an-DC,yun-cheng-shi,1
1190,xi-an-DC,xi-an-shi,1
1191,xi-an-DC,xian-yang-shi,1
1192,xi-an-DC,shang-hai-shi,0
1193,xi-an-DC,cheng-du-shi,0
1194,xi-an-DC,mian-yang-shi,1
1195,xi-an-DC,tian-jin-shi,0
1196,xi-an-DC,kun-ming-shi,0
1197,xi-an-DC,hang-zhou-shi,0
1198,xi-an-DC,hu-zhou-shi,0
1199,xi-an-DC,jia-xing-shi,0
1200,xi-an-DC,jin-hua-shi,0
1201,xi-an-DC,ning-bo-shi,0
1202,xi-an-DC,shao-xing-shi,0
1203,xi-an-DC,tai-zhou-shi2,0
1204,xi-an-DC,wen-zhou-shi,0
